"id","host_since","host_location","host_response_time","host_response_rate","host_neighborhood","host_has_profile_pic","host_identity_verified","street","neighborhood","city","suburb","state","zipcode","smart_location","latitude","longitude","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","price","weekly_price","monthly_price","security_deposit","cleaning_fee","guests_included","minimum_nights","maximum_nights","number_of_reviews","review_scores_rating","reviews_per_month","properties.ABB_NAME"
8614459,"9/28/2015","McMahons Creek, Victoria, Australia","within a few hours","71%","","t","f","McMahons Creek, VIC, Australia","","Yarra Ranges","McMahons Creek","VIC","3799","McMahons Creek, Australia",-37.72300282,145.7740619,"t","Tent","Shared room",8,1.5,1,1,"Real Bed","{Wifi,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Indoor fireplace"",""Family/kid friendly"",Washer,Essentials,Shampoo,Bathtub,""Hot water"",""BBQ grill"",""Garden or backyard""}",35,173,609,NA,NA,1,1,7,27,90,0.72,"Yarra Ranges"
8614839,"9/10/2014","Hampton, Victoria, Australia","within a day","100%","","t","t","Hampton, VIC, Australia","Brighton","Bayside","Hampton","VIC","3188","Hampton, Australia",-37.93209451,145.0146808,"t","House","Private room",1,1,1,1,"Real Bed","{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials}",50,300,1200,NA,20,1,1,1125,18,96,0.48,"Bayside"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8617654,"9/29/2015","AU","within a few hours","100%","","t","f","Healesville, VIC, Australia","","Yarra Ranges","Healesville","VIC","3777","Healesville, Australia",-37.65616484,145.5215221,"t","Guesthouse","Entire home/apt",2,1,1,1,"Real Bed","{TV,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water""}",150,800,NA,NA,NA,1,2,1125,19,86,0.53,"Yarra Ranges"
8617664,"9/29/2015","AU","within a few hours","100%","","t","f","Healesville, VIC, Australia","","Yarra Ranges","Healesville","VIC","3777","Healesville, Australia",-37.65627229,145.5206869,"t","House","Entire home/apt",8,1.5,3,3,"Real Bed","{TV,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Hot water""}",239,1400,NA,0,0,6,2,1125,16,95,0.45,"Yarra Ranges"
8619716,"2/24/2015","Melbourne, Victoria, Australia","N/A","N/A","","t","t","Keilor East, VIC, Australia","","Moonee Valley","Keilor East","VIC","3033","Keilor East, Australia",-37.73058979,144.8630119,"t","House","Private room",1,1,1,1,"Real Bed","{TV,Wifi,Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets live on this property"",""Free street parking"",Washer,""Smoke detector"",Essentials,Shampoo,""Hair dryer"",""Hot water"",Other}",44,270,NA,200,20,1,1,3,6,97,0.16,"Moonee Valley"
8620421,"3/26/2015","South Yarra, Victoria, Australia","N/A","N/A","South Yarra","t","t","South Yarra, VIC, Australia","South Yarra","Stonnington","South Yarra","VIC","3141","South Yarra, Australia",-37.84497648,144.9966381,"t","Apartment","Entire home/apt",4,1,2,2,"Real Bed","{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Gym,Elevator,""Hot tub"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron}",199,958,NA,200,60,4,2,1125,1,80,0.03,"Stonnington"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8630463,"9/29/2015","Carlton, Victoria, Australia","within a day","57%","Carlton","t","t","Carlton, VIC, Australia","","Melbourne","Carlton","VIC","3053","Carlton, Australia",-37.80406164,144.9686141,"t","Townhouse","Entire home/apt",5,1,3,4,"Real Bed","{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,""Hair dryer"",Iron,""Laptop friendly workspace""}",350,1995,7000,600,NA,1,5,1125,1,100,0.05,"Melbourne"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8634395,"3/10/2015","Kensington, Victoria, Australia","within a few hours","100%","Kensington","t","t","Kensington, VIC, Australia","Kensington","Melbourne","Kensington","VIC","3031","Kensington, Australia",-37.79410495,144.9310411,"t","Apartment","Private room",2,1,1,1,"Real Bed","{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Elevator,Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo}",58,400,NA,200,15,2,2,10,2,NA,0.06,"Melbourne"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8637666,"12/21/2013","Glen Huntly, Victoria, Australia","within an hour","100%","Caulfield","t","t","Glen Huntly, VIC, Australia","Caulfield","Glen Eira","Glen Huntly","VIC","3163","Glen Huntly, Australia",-37.8966257,145.0400103,"t","Guest suite","Entire home/apt",2,1,1,1,"Real Bed","{TV,Wifi,""Air conditioning"",""Pets live on this property"",Cat(s),""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",64,395,NA,150,25,1,1,1125,67,95,1.75,"Glen Eira"
8637964,"9/1/2014","Melbourne, Victoria, Australia","N/A","N/A","","t","t","Seddon, VIC, Australia","Yarraville/Seddon","Maribyrnong","Seddon","VIC","3011","Seddon, Australia",-37.80894787,144.8884315,"f","House","Private room",2,0,1,1,"Real Bed","{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Breakfast,""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo}",55,350,NA,135,10,1,1,1125,0,NA,NA,"Maribyrnong"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8654300,"9/30/2015","Victoria, Australia","N/A","N/A","Central Business District","t","f","Melbourne, VIC, Australia","Central Business District","Melbourne","Melbourne","VIC","3000","Melbourne, Australia",-37.81017206,144.9592437,"t","Apartment","Private room",2,1,2,1,"Real Bed","{Internet,Wifi,""Air conditioning"",Pool,Kitchen,Doorman,Gym,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Shampoo,Hangers,""Hair dryer"",Iron}",120,750,2600,200,50,1,90,1125,20,81,0.53,"Melbourne"
8654594,"9/30/2015","Greenvale, Victoria, Australia","within an hour","100%","","t","t","Greenvale, VIC, Australia","","Hume","Greenvale","VIC","3059","Greenvale, Australia",-37.62699363,144.8755745,"f","House","Private room",2,1,1,1,"Real Bed","{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""High chair"",""Children’s books and toys"",""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",""Step-free access"",""Accessible-height bed"",""Step-free access"",""Step-free access"",""Host greets you"",""Handheld shower head""}",44,250,900,200,15,1,1,365,127,97,3.33,"Hume"
8654783,"9/5/2014","Melbourne, Victoria, Australia","within a few hours","90%","Preston","t","f","Preston, VIC, Australia","Preston","Darebin","Preston","VIC","3072","Preston, Australia",-37.74049527,145.0123203,"t","Bungalow","Entire home/apt",5,1,2,3,"Real Bed","{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Pets live on this property"",Dog(s),""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Garden or backyard"",Other}",155,750,NA,500,50,2,2,20,32,94,1.01,"Darebin"
8656155,"10/1/2015","Melbourne, Victoria, Australia","N/A","N/A","Thornbury","t","f","Thornbury, VIC, Australia","Thornbury","Darebin","Thornbury","VIC","3071","Thornbury, Australia",-37.75748165,145.0119435,"t","Apartment","Private room",1,1,1,1,"Real Bed","{Internet,Wifi,Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",Heating,Washer,Essentials}",28,189,750,NA,NA,1,7,30,0,NA,NA,"Darebin"
8659725,"10/1/2015","Tasmania, Australia","within an hour","100%","Southbank","t","t","Southbank, VIC, Australia","Southbank","Melbourne","Southbank","VIC","3006","Southbank, Australia",-37.82693085,144.9589945,"t","Apartment","Entire home/apt",6,1,2,3,"Real Bed","{TV,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Gym,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",195,1095,3500,1000,100,3,3,150,16,99,0.46,"Melbourne"
8660343,"5/29/2014","Melbourne, Victoria, Australia","within an hour","100%","North Melbourne","t","t","North Melbourne, VIC, Australia","North Melbourne","Melbourne","North Melbourne","VIC","3051","North Melbourne, Australia",-37.80135028,144.9493244,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,Internet,Wifi,""Air conditioning"",Kitchen,Heating,Washer,""Smoke detector"",Essentials,Shampoo,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",Other}",80,720,NA,350,50,1,4,1125,6,97,0.16,"Melbourne"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8672552,"4/26/2015","Victoria, Australia","within an hour","100%","Southbank","t","t","Southbank, VIC, Australia","Southbank","Port Phillip","Southbank","VIC","3006","Southbank, Australia",-37.83043298,144.9696021,"t","Apartment","Entire home/apt",3,1,1,1,"Real Bed","{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Breakfast,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Dishwasher,Balcony,""Projector and screen"",""Breakfast table"",""Espresso machine"",""En suite bathroom"",""Walk-in shower"",""Full kitchen"",""Bedroom comforts"",""Bathroom essentials""}",170,1006,3600,NA,75,1,2,1125,167,99,4.39,"Port Phillip"
8672740,"10/1/2015","Victoria, Australia","within an hour","100%","Carlton","t","f","Carlton, VIC, Australia","Carlton","Melbourne","Carlton","VIC","3053","Carlton, Australia",-37.80141162,144.9582479,"t","Townhouse","Entire home/apt",5,1,1,3,"Real Bed","{TV,Internet,Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad}",130,914,3516,200,90,3,2,1125,103,89,2.72,"Melbourne"
8672957,"2/18/2013","Melbourne, Victoria, Australia","within an hour","100%","Southbank","t","t","Southbank, VIC, Australia","Southbank","Melbourne","Southbank","VIC","3006","Southbank, Australia",-37.8223121,144.965982,"t","Apartment","Entire home/apt",4,2,2,4,"Real Bed","{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""High chair"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",300,2000,7502,600,90,4,2,1125,110,97,2.88,"Melbourne"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8679089,"9/3/2015","China","N/A","N/A","","t","t","Doncaster East, VIC, Australia","","Manningham","Doncaster East","VIC","3109","Doncaster East, Australia",-37.7895998,145.1486764,"f","House","Entire home/apt",4,1,2,3,"Real Bed","{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace""}",109,2470,10260,150,10,1,3,1125,0,NA,NA,"Manningham"
8679159,"5/8/2013","Melbourne, Florida, United States","N/A","N/A","","t","t","Maribyrnong, VIC, Australia","","Maribyrnong","Maribyrnong","VIC","3032","Maribyrnong, Australia",-37.76769996,144.9000821,"t","House","Private room",2,1,1,1,"Real Bed","{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Shampoo}",46,225,900,NA,20,1,1,1125,1,100,0.03,"Maribyrnong"
8679329,"12/16/2012","Carnegie, Victoria, Australia","within an hour","100%","Carnegie","t","f","Caulfield South, VIC, Australia","Caulfield","Glen Eira","Caulfield South","VIC","3162","Caulfield South, Australia",-37.88764809,145.0339467,"f","Apartment","Entire home/apt",4,1,2,2,"Real Bed","{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",Lockbox,""Hot water"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",129,769,2955,750,70,1,4,1125,56,100,1.54,"Glen Eira"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8688817,"8/24/2015","West Footscray, Victoria, Australia","N/A","N/A","Footscray","t","f","West Footscray, VIC, Australia","Footscray","Maribyrnong","West Footscray","VIC","3012","West Footscray, Australia",-37.79967972,144.8770919,"t","House","Entire home/apt",6,1,3,3,"Real Bed","{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo}",145,900,NA,400,NA,1,2,1125,1,NA,0.03,"Maribyrnong"
8689319,"10/11/2012","Melbourne, Victoria, Australia","a few days or more","0%","Parkville","t","t","Parkville, VIC, Australia","","Melbourne","Parkville","VIC","3052","Parkville, Australia",-37.79608539,144.954931,"f","Apartment","Private room",1,1,1,1,"Real Bed","{Wifi,Kitchen,""Paid parking off premises"",""Pets allowed"",Gym,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Refrigerator,""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed""}",33,550,NA,150,50,1,3,25,11,83,0.32,"Melbourne"
8690704,"10/2/2015","Melbourne, Victoria, Australia","N/A","N/A","Hawthorn","t","t","Hawthorn, VIC, Australia","Hawthorn","Boroondara","Hawthorn","VIC","3122","Hawthorn, Australia",-37.82445733,145.0416711,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed"",""Step-free access"",""Step-free access""}",96,650,2000,450,80,1,3,60,86,98,2.32,"Boroondara"
8690776,"9/29/2015","AU","within a few hours","100%","","t","f","Healesville, VIC, Australia","","Yarra Ranges","Healesville","VIC","3777","Healesville, Australia",-37.65649089,145.521298,"t","House","Entire home/apt",12,3,6,6,"Real Bed","{TV,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Breakfast,""Free street parking"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""High chair"",""Hot water""}",745,5000,NA,NA,NA,1,2,1125,16,100,0.48,"Yarra Ranges"
8691622,"9/12/2015","AU","within an hour","100%","","t","f","Healesville, VIC, Australia","","Yarra Ranges","Healesville","VIC","3777","Healesville, Australia",-37.66833601,145.5279734,"t","House","Entire home/apt",4,1,2,3,"Real Bed","{TV,Internet,Wifi,Kitchen,""Free parking on premises"",Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics""}",138,990,3570,250,39,2,2,90,70,94,1.95,"Yarra Ranges"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8703668,"4/28/2015","Melbourne, Victoria, Australia","N/A","N/A","Caulfield","t","t","Caulfield South, VIC, Australia","Caulfield","Glen Eira","Caulfield South","VIC","3162","Caulfield South, Australia",-37.88567419,145.0200294,"t","Apartment","Entire home/apt",3,1,2,2,"Real Bed","{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo}",100,650,NA,300,50,1,2,1125,9,98,0.24,"Glen Eira"
8704300,"8/21/2015","Perth, Western Australia, Australia","N/A","N/A","Toorak","t","f","Toorak, VIC, Australia","Toorak","Stonnington","Toorak","VIC","3142","Toorak, Australia",-37.8458411,145.0113924,"t","Apartment","Entire home/apt",4,2,2,2,"Real Bed","{TV,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,""Smoke detector"",""First aid kit"",Essentials}",136,1100,3800,1000,50,3,3,1125,1,80,0.03,"Stonnington"
8704450,"4/3/2014","AU","N/A","N/A","St Kilda","t","f","Saint Kilda, VIC, Australia","St Kilda","Port Phillip","Saint Kilda","VIC","3182","Saint Kilda, Australia",-37.86169374,144.9828211,"t","Apartment","Entire home/apt",4,1,1,2,"Real Bed","{TV,Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,""Smoke detector"",Essentials,Shampoo}",119,750,NA,250,50,1,4,9,0,NA,NA,"Port Phillip"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8705621,"10/4/2015","AU","N/A","N/A","","t","f","Eynesbury, VIC, Australia","","Melton","Eynesbury","VIC","3338","Eynesbury, Australia",-37.79083491,144.5492885,"f","House","Entire home/apt",4,2,3,3,"Real Bed","{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo}",96,550,NA,500,NA,1,1,1125,0,NA,NA,"Melton"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8706349,"10/4/2015","AU","within a day","100%","","t","f","Doreen, VIC, Australia","","Whittlesea","Doreen","Victoria","3754","Doreen, Australia",-37.5794621,145.1367184,"f","House","Private room",6,1.5,3,4,"Real Bed","{TV,Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,""Free street parking"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,""Hot water"",""Long term stays allowed"",""Host greets you"",""Lake access""}",71,450,1650,NA,20,2,1,1125,10,98,0.27,"Whittlesea"
8706662,"9/3/2015","Melbourne, Victoria, Australia","within a day","92%","Central Business District","t","t","Melbourne, VIC, Australia","Central Business District","Melbourne","Melbourne","VIC","3000","Melbourne, Australia",-37.81597123,144.9675641,"t","Apartment","Entire home/apt",4,1,2,3,"Real Bed","{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",Bathtub,""High chair"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",181,1400,NA,NA,NA,1,3,1125,102,97,2.65,"Melbourne"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8719532,"10/4/2015","Thornbury, Victoria, Australia","N/A","N/A","Thornbury","t","t","Thornbury, VIC, Australia","Thornbury","Darebin","Thornbury","VIC","3071","Thornbury, Australia",-37.75605798,144.998472,"t","House","Entire home/apt",4,1,2,2,"Real Bed","{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Bed linens""}",125,700,2800,2800,120,5,7,180,8,85,0.23,"Darebin"
8719935,"4/12/2015","Melbourne, Victoria, Australia","within a day","100%","","t","f","Ascot Vale, VIC, Australia","","Moonee Valley","Ascot Vale","VIC","3032","Ascot Vale, Australia",-37.78290177,144.9223053,"t","Apartment","Entire home/apt",4,1,1,2,"Real Bed","{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Game console"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed"",Other}",100,650,NA,400,35,2,2,1125,28,97,0.74,"Moonee Valley"
